symbol,companyName,securityName,sectorName,instrumentType,regulatoryBody,status,snapshot_date
PFCL,Peoples Finance Ltd.,Peoples Finance Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
PFCLL,Premier Finance Co. Ltd.,Premier Finance Co. Ltd.,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
PFIL,Prudential Finance Company Limited,Prudential Finance Company Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
PFL,Pokhara Finance Ltd.,Pokhara Finance Ltd.,Finance,Equity,Nepal Rastra Bank,S,2026-08-09
PFLBS,Patan Finance Limited,Patan Finance Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
PGBL,Purwanchal Grameen Bikash Bank Limited,Purwanchal Grameen Bikash Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PHCL,Peoples Hydropower Company Limited,Peoples Hydropower Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
PICL,Prudential Insurance Co. Ltd.,Prudential Insurance Co. Ltd.,Non Life Insurance,Equity,Nepal Insurance Board,D,2026-08-09
PMHPL,Panchakanya Mai Hydropower Ltd,Panchakanya Mai Hydropower Ltd,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
PPCL,Panchthar Power Company Ltd,Panchthar Power Compant Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
PPL,Peoples Power Limited,People's Power Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
PRBBL,Prabhu Bikas Bank Limited,Prabhu Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PRBL,Professional Bikas Bank Ltd.,Professional Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PRDBL,Professional Diyalo Bikas Bank Ltd.,Professional Diyalo Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PRIN,Prabhu Insurance Limited,Prabhu Insurance Ltd.,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
PROFL,Progressive Finance Limited,Progressive Finance Limited,Finance,Equity,Nepal Rastra Bank,A,2026-08-09
PRSF,Prabhu Capital Limited,Prabhu Smart Fund,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
PRVU,Prabhu  Bank Limited,Prabhu  Bank Limited,Commercial Banks,Equity,Nepal Rastra Bank,A,2026-08-09
PSF,Prabhu  Bank Limited,Prabhu Select Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
PURBL,Purnima Bikas Bank Ltd.,Purnima Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
PURE,Pure Energy Limited,Pure Energy Limited,Others,Equity,,A,2026-08-09
RADHI,Radhi Bidyut Company Ltd,Radhi Bidyut Company Ltd,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RARA,Rara Bikas Bank Limited,Rara Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
RAWA,Rawa Energy Development Ltd.,Rawa Energy Development Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RBBBL,Raptibheri Bikas Bank Ltd.,Raptibheri Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
RBBD2088,Rastriya Banijya Bank,7% RBBL Debenture 2088,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
RBBD83,Rastriya Banijya Bank,8.5% RBBL Debenture 2083,Commercial Banks,Non-Convertible Debentures,Nepal Rastra Bank,A,2026-08-09
RBBF40,RBB Merchant Banking Limited,RBB Focus 40,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
RBCL,Rastriya Beema Company Limited,Rastriya Beema Company Limited,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
RBSL,Resunga Bikas Bank Limited,Resunga Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
RDBL,Rising Development Bank Ltd.,Rising Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
REDBL,Reliable Development Bank Limited,Reliable Development Bank Limited,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
RFPL,River Falls power Limited,River Falls Power Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RHGCL,Rapti Hydro and General Construction Limited,Rapti Hydro And General Construction Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RHPL,Rasuwagadhi Hydropower Company Limited,RASUWAGADHI HYDROPOWER COMPANY LIMITED,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RIDI,Ridi Power Company Limited,Ridi Power Company Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RJM,Raghupati Jute Mills Limited,Raghupati Jute Mills Limited,Manufacturing And Processing,Equity,Department of Industry,S,2026-08-09
RLEL,RIDGE LINE ENERGY LIMITED,Ridge Line Energy Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
RLFL,Reliance Finance Ltd.,Reliance Finance Ltd.,Finance,Equity,Nepal Rastra Bank,A,2026-08-09
RLI,Reliance Life Insurance Limited,Reliance Life Insurance Limited,Life Insurance,Equity,Nepal Insurance Board,D,2026-08-09
RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,RMDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
RMF1,RBB Merchant Banking Limited,RBB Mutual Fund 1,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
RMF2,RBB Merchant Banking Limited,RBB Mutual Fund 2,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
RNLI,Reliable Nepal Life Insurance Ltd,Reliable Nepal Life Insurance Limited,Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
RRHP,Rairang Hydropower Development Company Ltd.,Rairang Hydropower Development Company Ltd.,Hydro Power,Equity,Nepal Hydropower Board,D,2026-08-09
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Nepal Rastra Bank,A,2026-08-09
RSML,Reliance Spinning Mills Limited,Reliance Spinning Mills Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
RSY,Reliable Nepal Life Insurance Ltd,Reliable Samriddhi Yojana,Life Insurance,Mutual Funds,Nepal Insurance Board,A,2026-08-09
RSY2,Reliable Nepal Life Insurance Ltd,Reliable Samriddhi Yojana -2,Life Insurance,Mutual Funds,Nepal Insurance Board,A,2026-08-09
RULB,Rastra Utthan Laghubitta Sanstha Limited,Rastra Utthan Laghubitta Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
RURU,Ru Ru Jalbidhyut  Pariyojana Ltd.,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
SABBL,Salapa Bikas Bank Limited,Salapa Bikas Bank Limited,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,Sabaiko Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
SADBL,SHANGRI-LA DEVELOPMENT BANK LIMITED,Shangrila Development Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,A,2026-08-09
SAEF,Sanima Bank Limited,Sanima Equity Fund,Commercial Banks,Mutual Funds,Nepal Rastra Bank,D,2026-08-09
SAEF2,Sanima Bank Limited,Sanima Equity Fund-2,Commercial Banks,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
SAFL,Sagarmatha  Finance Limited,Sagarmatha  Finance Limited,Finance,Equity,Nepal Rastra Bank,D,2026-08-09
SAGAR,Sagar Distillery Limited,Sagar Distillery Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
SAGF,Sanima Growth Fund,Sanima Growth Fund,Mutual Fund,Mutual Funds,Nepal Rastra Bank,A,2026-08-09
SAHAS,Sahas Urja Limited,Sahas Urja Limited,Hydro Power,Equity,Nepal Hydropower Board,A,2026-08-09
SAIL,SHREENAGAR AGRITECH INDUSTRIES LIMITED,Shreenagar Agritech Industries Limited,Manufacturing And Processing,Equity,Department of Industry,A,2026-08-09
SAJHA,Sajha Bikas Bank Ltd.,Sajha Bikas Bank Ltd.,Development Banks,Equity,Nepal Rastra Bank,D,2026-08-09
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,Equity,Nepal Insurance Board,A,2026-08-09
SAMAJ,Samaj Laghubitta Bittiya Sanstha Ltd,Samaj Laghubittya Bittiya Sanstha Limited,Microfinance,Equity,Nepal Rastra Bank,D,2026-08-09
